,name,lat,lng,vicinity,city
99,"S.M.Chemical Supplies Co.,Ltd.",13.7887567,100.6288392,3/1-2 SMC Building Ladprao 101 Raod Klongjan Bang Kapi District,QJQH+GG Bangkok
100,บริษัท เคมิคอล อินโนเวฃั่น จำกัด,13.7588871,100.6333909,"4 ซอยรามคำแหง 30 ถ.รามคำแหง, แขวงหัวหมาก เขตบางกะปิ กรุงเทพฯ, 10240",QJ5M+H9 Bangkok
101,บริษัท เคมิคอล วิลเลจ จำกัด,13.6067023,100.6856229,"20/2 (บี4) หมู่4 Thepharak Rd, ตำบลบางพลีใหญ่ Bang Phli District","JM4P+M6 Bang Phli Yai, Bang Phli District, Samut Prakan"
102,Thai Kiwa Chemicals,13.5711984,100.7964935,"155/1 หมู่ 17 นิคมอุสาหกรรมบางพลี ซอย 5/2 กิ่ง, Bang Sao Thong, Bang Sao Thong District","HQCW+FH Bang Sao Thong, Bang Sao Thong District, Samut Prakan"
103,SRD CHEMICALS,13.8549576,100.7220699,"594 16 ถ. หทัยราษฎร์ Bang Chan, Khlong Sam Wa",VP3C+XR Bangkok
104,"Siam Chemical Industry Co.,Ltd.",13.5286776,100.642404,"549 Sukhumvit Rd, ต.บางปูใหม่ อ.เมืองฯ","GJHR+FX Bang Pu Mai, Mueang Samut Prakan District, Samut Prakan"
105,"C.S.Chemical Services Co.,Ltd",13.9276012,100.8133593,"33/2 หมู่7 Khlong Sip Song, Nong Chok",WRH7+28 Bangkok
106,Bara Chemical Co .LTD.,13.5420456,100.6476919,"หมู่ที่ 4 225 Sukhumvit Rd, Phraeksa, Mueang Samut Prakan District","GJRX+R3 Phraeksa, Mueang Samut Prakan District, Samut Prakan"
107,"Pure Chemicals Co.,LTD.",13.7511777,100.6421777,"Hua Mak, Bang Kapi District",QJ2R+FV Bangkok
108,"Summit Chemical Co., Ltd.",13.684408,100.6477314,"2 อาคารพรีเมียร์เพลส ชั้น 5 Soi Srinagarindra 57, Nong Bon, Prawet",MJMX+Q3 Bangkok
109,"บจก. แมสเวลล์ เคมีคอล กรุ๊ป (Masswell Chemical Group Co., Ltd.)",13.6886348,100.6856262,37 ถ.เฉลิมพระเกียรติ ร 9 ซอย 30 แยก 13 ดอกไม้ Prawet,MMQP+F7 Bangkok
110,"Xeon Chemical Asia Co.,LTD.",13.5806208,100.691662,"หมู่ที่ 21 109/84 ถนน เทพารักษ์ Bang Phli Yai, Bang Phli District","HMJR+6M Phraek Sa Mai, Mueang Samut Prakan District, Samut Prakan"
111,"Chemical House & Lab Instrument Co.,LTD",13.7615811,100.6028474,"98 ซอย รามคำแหง 21 Phlabphla, Wang Thonglang",QJ63+J4 Bangkok
112,Chemical Asia Company Limited,13.6606763,100.6272467,"12/15 Sukhumvit Rd, Bang Na , 10260, Bang Na",MJ6G+7V Bangkok
113,Indorama Chemicals (Thailand) Ltd.,13.7428327,100.5615333,"75/64-65 Ocean Tower 2, 28th Floor, Sukhumvit 19, Asoke Rd., Klongtoey Nuer Wattana, Bangkok 10110",PHV6+4J Bangkok
114,Superior Chemical Industry (Thailand) Company Limited,13.7680492,100.6089008,Bangkok,QJ95+6H Bangkok
115,"Siam Chemical Industry Co., Ltd.",13.7409059,100.5615844,"159/34 Serm-Mit Tower 20th Floor, Road (Asoke), North Klongtoey, Wattana,, 21 Sukhumvit Rd",PHR6+9J Bangkok
116,President Chemical Company Limited,13.729074,100.5260154,"54/15-17 Thanon Surawong, Si Phraya, Bang Rak",PGHG+JC Bangkok
117,SCG Chemicals,13.8058794,100.5375315,"1 Siam Cement Alley, Bang Sue",RG4Q+92 Bangkok
118,"บริษัท วี.ซี. เคมิคอลส์ จำกัด V.C. Chemicals Co., Ltd",13.7075456,100.5318968,"178 Soi Chan 16, Thung Wat Don, Sathon",PG5J+2Q Bangkok
119,บจก. ดาว เคมิคอล ประเทศไทย,13.71804,100.590477,"75 อาคารไวท์กรุ๊ป 2, ถนนสุขุมวิท 42, แขวงพระโขนง เขตคลองเตย กทม, 10110",PH9R+65 Bangkok
120,Eastman Chemical Company,13.7586884,100.5678816,"33/4 The 9th Tower Grand Rama 9, Tower A, 24th Fl., TNA 05, Rama IX Rd, Huai Khwang",QH59+F5 Bangkok
121,Civic Chemical LP.,13.687625,100.6872808,28/1 ซ.เฉลิมพระเกียรติฯ 30 แยก 15 แขวงดอกไม้,MMQP+2W Bangkok
122,"Thepthai Chemical Corp.,Ltd.",13.6698401,100.6219947,"หมู่ที่ 12 21/573 Bang Na-Trat Frontage Rd, Bang Na",MJ9C+WQ Bangkok
123,Utica Chemical Co. Ltd.,13.719568,100.6022209,"184 Pridi Banomyong 14 Alley, Phra Khanong Nuea, Watthana",PJ92+RV Bangkok
124,"S.M.Chemical Supplies Co.,Ltd.",13.7887567,100.6288392,3/1-2 SMC Building Ladprao 101 Raod Klongjan Bang Kapi District,QJQH+GG Bangkok
125,T.J.K. Chemical Company Limited,13.662544,100.6374942,103 ซอย 7 Bang Na,MJ7P+2X Bangkok
126,Pitiwat Chemical Service,13.743417,100.5448178,"Ploen Chit Tower, 898 Phloen Chit Rd, Pathum Wan District",PGVV+9W Bangkok
127,"Petch Thai Chemical Co.,Ltd.",13.7027599,100.5403965,"15 Naradhiwat Rajanagarindra Rd, Chong Nonsi, Yan Nawa",PG3R+45 Bangkok
128,"บริษัท เอกไทย เคมี จำกัด - YA THAI CHEMICAL CO., LTD.",13.473178,101.015142,78/9 หมู่ 5 ท่าข้าม บางปะกง,"F2F8+73 Bang Nang, Phan Thong District, Chon Buri"
129,"Chemex Co.,LTD.",13.7534333,100.5324662,"19 Phayathai Rd, Bangkok",QG3J+9X Bangkok
130,AGC Chemicals (Thailand) Company Limited,13.6127291,100.5488594,"1 ซอยสุขสวัสดิ์ 80 Pak Khlong Bang Pla Kot, Phra Samut Chedi District","JG7X+3G Pak Khlong Bang Pla Kot, Phra Samut Chedi District, Samut Prakan"
131,"A.T. Chemical Co.,Ltd.",13.705955,100.360596,6/1183 ถนนเพชนเกษม77 ถนนเพชรเกษม แขวงหนองแขมพลู Nong Khaem,P946+96 Bangkok
132,Proofcoat Chemical Company Limited,14.1074244,100.3034236,"23/9 Moo11, Tambol Saiyai, Amphoe Sainoi, Nonthaburi, 11150","4843+X9 Sai Yai, Sai Noi District, Nonthaburi"
133,"NP CHEMICAL SUPPLY CO.,LTD.",13.7732422,100.3868648,เลขที่ 42/1 ซอยมณฑลทอง หมู่ 19 ถนนพุทธมณฑล 2 แขวงศาลาธรรมสพน์ Thawi Watthana,Q9FP+7P Bangkok
134,K.M. Chemical Corporation Company Limited,13.7503538,100.2987016,"115 Moo5 Well Grow Industrial Estate, Bangna-Trad Raod, Tambol Bang Samak, Amphoe Bang Pakong, Chachoengsao, 24180","Q72X+4F Rai Khing, Sam Phran District, Nakhon Pathom"
135,"Phatnicha Chemical Ltd.,part.",13.6521867,100.4094302,"122 Phraya Monthat Ratchasi Phichit Yaek 31 Alley, 14 คลองบางบอน Bang Bon",MC25+VQ Bangkok
136,"Lee Chemical Products Co.,LTD.",13.5773167,100.2848833,"Na Di, Mueang Samut Sakhon District","H7GM+WX Na Di, Mueang Samut Sakhon District, Samut Sakhon"
137,บริษัท เอทีพี เคมีคอล จำกัด,13.594147,100.316242,"21/ ซอย 5 Khok Krabue, Mueang Samut Sakhon District","H8V8+MF Na Di, Mueang Samut Sakhon District, Samut Sakhon"
138,บริษัท แทแน้นท์ เคมิคอล จำกัด,13.6856728,100.4011366,"101 หมู่ที่ 7 108 ถ. กาญจนาภิเษก Lak Song, Bang Khae",MCP2+7F Bangkok
139,Witcorp Products Ltd.,13.7216901,100.4996058,"77/113 ชั้น 27 อาคาร สินสาธร กรุงธนบุรี Khlong Ton Sai, Khlong San",PFCX+MR Bangkok
140,บริษัท คริสตัล คลีน เคมิคอล จำกัด,13.6083737,100.4365647,"1015/81 Rama II Soi 47, Tha Kham, Bang Khun Thian",JC5P+8J Bangkok
141,บริษัท สามัคคีเคมิคอล จำกัด,13.6991765,100.4645748,"257 หมู่ที่ 1 Chom Thong Rd, Chom Thong",MFX7+MR Bangkok
142,บริษัท เคมมิสทรี จำกัด,13.5625339,100.1694154,"13/3 หมู่6 ถนนบ้านแพ้ว Chai Mongkhon, อำเภอเมือง","H579+2Q Chai Mongkhon, Mueang Samut Sakhon District, Samut Sakhon"
143,"D&G CHEMICAL AND TRADING CO., LTD.",13.7211041,100.4558774,"307 223 ถนน จรัญสนิทวงศ์ Bang Khun Si, Bangkok Noi",PFC4+C9 Bangkok
144,ร้านยา n.c chemicals co.ltd,14.0080562,100.4930564,"เลขที่ 97 Bang Luang, Mueang Pathum Thani District","2F5V+66 Bang Luang, Mueang Pathum Thani District, Pathum Thani"
145,บริษัท ซีล เคมีคอล จำกัด,13.7523323,100.2275864,135 หมู่ 2 ซอยศิริชัย 2 ถนนพุทธมลฑลสาย 7 ตำบลท่าตลาด Sam Phran District,"Q62H+W2 Tha Talat, Sam Phran District, Nakhon Pathom"
146,"L.C.T. Chemical & Machinery Co.,Ltd.",13.6507412,100.3256202,"26/9, Moo 2, Tambon Kaerai, Amphoe Kratumban, Samutsakorn, 74110","M82G+76 Suan Luang, Krathum Baen District, Samut Sakhon"
147,"K. Chemical Co.,Ltd",13.7785036,100.4780135,"3/80-82, Boromrachachonnanee Road, Aronamarin, Khet Bangkoknoi, Bangkok, 10700",QFHH+C6 Bangkok
148,"Siampvschemicals Co.,LTD.",13.7204738,100.4965701,"วีรวัฒน์ 86/1 อาคารไทย Thanon Krung Thon Buri, Bang Lamphu Lang, Khlong San",PFCW+5J Bangkok
149,บริษัท แกลลอท เคมีคอล จำกัด,13.5699081,100.266478,"Unnamed Road, Tha Sai, Mueang Samut Sakhon District","H798+XH Tha Sai, Mueang Samut Sakhon District, Samut Sakhon"
150,เคมีภัณฑ์ อุตสาหกรรม Lead-solution จำหน่าย เคมีอุตสาหกรรม ราคาถูก ขายราคาส่งโรงงาน,13.6812986,100.4992198,"ขาย เคมีภัณฑ์ อุตสาหกรรม ราคาส่ง บริษัท ลีดโซลูชั่น เอนจิเนียริ่ง จำกัด เลขที่ 67 ถนน สุขสวัสดิ์ 9 Bang Pakok, Rat Burana",MFJX+GM Bangkok
151,"VKK Industrial Co., Ltd",17.9685466,102.6139182,"Saylom Rd, Vientiane","XJ97+CH Vientiane, Laos"
152,โรงงานปุ๋ย,17.4373465,102.7751166,"Mu Mon, Mueang Udon Thani District","CQPG+W2 Mu Mon, Mueang Udon Thani District, Udon Thani"
153,5N Plus Laos,17.9077816,102.725418,Dongphonehae Village,"WP5G+45 Dongphosy, Laos"
154,หจก. ไอ เค้น ไซเอนทิฟิค,17.4360917,102.7927265,หมู่ที่ 7 420/3 ถนน เลี่ยงเมือง Mueang Udon Thani District,"CQPV+C3 Udon Thani, Mueang Udon Thani District, Udon Thani"
155,老挝石油化工股份有限公司,18.0218342,102.7442348,Unnamed Road,"2PCV+PM Vientiane, Laos"
156,บุญร่วมการเกษตร,17.662091,103.152618,188 หมู่ 9 นาคำ บ้านดุง,"M563+R2 Na Kham, Ban Dung District, Udon Thani"
157,ໂຮງງານຊີມັງ BMC,18.0533983,102.8541045,Laos,"3V33+9J Ban Woen, Laos"
158,ໂຮງງານ ຊີໂນໄຣໂດ,18.0987363,102.6017921,Vientiane,"3JX2+FP Vientiane, Laos"
159,บริษัทยูนิไลฟ์อินเตอร์เนชั่นแนล จำกัด (คลังสินค้าหนองคาย),17.8821119,102.7535841,"Nai Mueang, Mueang Nong Khai District","VQJ3+RC Nai Mueang, Mueang Nong Khai District, Nong Khai"
160,ບໍລິສັດນະຄອນຫຼວງອຸດສາຫະກຳເຫຼັກ,17.9148267,102.765374,ບ້ານ ຊຽງສ້ຽວ,"WQ78+W4 Dongphosy, Laos"
161,บ.ยูนิไลฟ์ สาขาอุดรธานี,17.432059,102.7859174,"เลข ที่ 399/ เมือง ต หนองบัว อ เมือง, 175/1 ซอย ถ.รอบหนองบัว ต.หมากแข้ง Mueang Udon Thani District","CQJP+R9 Udon Thani, Mueang Udon Thani District, Udon Thani"
162,"Lao Midori Safety Shoes Co., Ltd.",18.1649378,102.5012964,Ban Dông,"5G72+XG Ban Dông, Laos"
163,"SV Lao Chemical Exp- Imp Co, ltd",17.9952668,102.6169193,Vientiane,"XJW8+4Q Vientiane, Laos"
164,ໂຮງງານສີຂຽວສີ່ງແວດລ້ອມ ຜະລິດເມັດຢາງ,18.0543631,102.8450515,Laos,"3R3W+P2 Ban Houaxiang, Laos"
165,ก เกษตร,18.208394,103.1839632,"449 Moo 11, Rattanawapi District","655M+9H Rattanawapi, Rattanawapi District, Nong Khai"
166,Lao Chemical Trade Import-Export,18.0148087,102.7266183,Khoksaat Road,"2P7G+WJ Vientiane, Laos"
167,ร้านคนเห็นการเกษตร,17.7002311,102.442522,"249 Ban Phue, Ban Phue District","PC2V+32 Ban Phue, Ban Phue District, Udon Thani"
168,"lao chemical products trade import - export Co., ltd",18.016453,102.7242631,Unnamed Road,"2P8F+HP Vientiane, Laos"
169,SBL construction solutions,17.9328354,102.6167303,Vientiane,"WJM8+4M Vientiane, Laos"
170,"Hitachi Elevator Laos Co.,Ltd.",18.0579222,102.6656093,"Friendship Supermart Building (2nd Floor) No.13 South Rd. Xaysavang District, Vientiane","3M58+56 Vientiane, Laos"
171,บริษัท เคมมิสทรี จำกัด,13.5625339,100.1694154,"13/3 หมู่6 ถนนบ้านแพ้ว Chai Mongkhon, อำเภอเมือง","H579+2Q Chai Mongkhon, Mueang Samut Sakhon District, Samut Sakhon"
172,D. Thai Chemical Industry Company Limited,13.523596,100.197274,"39/119 Moo2 Samut Sakhon Industrial Estate, Rama II Raod, Tambol Bang Kachao, Amphoe Mueang, Samut Sakhon, 74000","G5FW+CW Bang Krachao, Mueang Samut Sakhon District, Samut Sakhon"
173,บริษัท ฟลุสสิคเคม จำกัด,13.5226387,100.149206,"8/9 ถนนวัดเกตุมฯ ซอย 1 Bang Tho Rat, Mueang Samut Sakhon District","G4FX+3M Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon"
174,บริษัท ท็อปสตาร์ เคมิคอล อินดัสทรี,13.4949267,100.1916896,"สค.2020 Ban Bo, Mueang Samut Sakhon District","F5VR+XM Ban Bo, Mueang Samut Sakhon District, Samut Sakhon"
175,บริษัท สยามโกลบอล เคมิคอล จำกัด,13.5347226,100.1672698,"22/2 หมู่ ที่ 1 ถนน หลวง 3097 กม .2.3, Chai Mongkhon, Mueang Samut Sakhon District","G5M8+VW Chai Mongkhon, Mueang Samut Sakhon District, Samut Sakhon"
176,"Nichem Taiwan Technology Co.,Ltd.",13.540735,100.345682,"ถนน เจษฎาวิถี Khok Kham, Mueang Samut Sakhon District","G8RW+77 Khok Kham, Mueang Samut Sakhon District, Samut Sakhon"
177,บริษัท สยาม ทากามัตสึ เคมีคอล จำกัด,13.5480584,100.2201239,"66 หมู่2 39 Thailand Route 35, Bang Krachao, Mueang Samut Sakhon District","G6XC+62 Bang Krachao, Mueang Samut Sakhon District, Samut Sakhon"
178,"Miracle Chemical Industry Co., Ltd.",13.5505025,100.261434,"48/118 Rama II Frontage Rd, Tha Chin, Mueang Samut Sakhon District","H726+6H Tha Chin, Mueang Samut Sakhon District, Samut Sakhon"
179,บริษัท ไทย ซี ซิง จำกัด,13.5554141,100.2355516,"Tha Sai, Mueang Samut Sakhon District","H64P+56 Tha Sai, Mueang Samut Sakhon District, Samut Sakhon"
180,รถขนส่ง สารเคมี วัตถุอันตราย,13.525162,100.1472681,"84 หมู่1 ถนนพระรามที่ 2, Bang Tho Rat, เมือง","G4GW+3W Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon"
181,V-Powder Tech,13.5505385,100.2273458,"1/58 ตำบล ท่าทราย Tambon Tha Sai, Mueang Samut Sakhon District","H62G+6W Tha Sai, Mueang Samut Sakhon District, Samut Sakhon"
182,บริษัท เจ แอล เชมโทนิค จำกัด,13.533068,100.163215,หมู่ที่ 1 9/9 ตำบลชัยมงคล Mueang Samut Sakhon District,"G5M7+67 Chai Mongkhon, Mueang Samut Sakhon District, Samut Sakhon"
183,อ่างหินการเกษตร,12.7212234,99.9098915,"12 เลขที่ 82 Sam Phraya, Cha-am District","PWC5+FX Sam Phraya, Cha-am District, Phetchaburi"
184,บริษัท อั๊คโซ่ โนเบล เพ้นท์ส (ประเทศไทย) จำกัด สาขาโค้ทติ้ง สมุทรสาคร,13.5504639,100.227089,"1/58 Tha Sai, Mueang Samut Sakhon District","H62G+5R Tha Sai, Mueang Samut Sakhon District, Samut Sakhon"
185,"Matrix Chemical Enterprise Co., Ltd.",13.5580691,100.3810062,"99, 228 หมู่2 Phanthai Norasing, Mueang Samut Sakhon District","H95J+6C Phanthai Norasing, Mueang Samut Sakhon District, Samut Sakhon"
186,วินคลีนโปร,13.510275,100.15329,35/17 หมู่6 ถนนพระราม2 บางโทรัด Mueang Samut Sakhon District,"G563+48 Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon"
187,โรงงานบริษัท คอวินอินดัสทรี่ จำกัด,13.4799108,100.0646896,"27 8 Na Khok, Mueang Samut Sakhon District","F3H7+XV Na Khok, Mueang Samut Sakhon District, Samut Sakhon"
188,พัน ชุณหคันธรส,13.5283361,99.8134165,57 อำเภอเมือง Mueang Ratchaburi,none
189,NCI,13.5194002,100.1654598,"Bang Tho Rat, Mueang Samut Sakhon District","G598+Q5 Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon"
190,โรงงาน อเมซอน อะโกร จำกัด,13.4778487,99.67952269999999,"33 8 Ang Hin, Pak Tho District","FMHH+4R Ang Hin, Pak Tho District, Ratchaburi"
191,บริษัท หมื่นเจริญ เคมีภัณฑ์ จำกัด,16.2736541,102.7853863,"99 Mittraphap Rd, Non Som Bun, Ban Haet District","7QFP+F5 Non Som Bun, Ban Haet District, Khon Kaen"
192,บจก.ยูนิลิเวอร์ อินเตอร์ เคมิคอล,16.288642,102.7430291,"หมู่ที่ 7 เลขที่ 54 Muni Sansoen Rd, Ban Ton, Phra Yuen District","7PQV+F6 Ban Ton, Phra Yuen District, Khon Kaen"
193,ร้าน ส.การเกษตร ปุ๋ย ยา เมล็ดพันธ์ และอุปกรณ์การเกษตร,16.7085311,102.9727414,28 หมู่ 17 บัวเงิน น้ำพอง,"PX5F+C3 Bua Ngoen, Nam Phong District, Khon Kaen"
194,ปุ๋ยอินทรีย์ขอนแก่น,16.4233293,102.8249142,98 ถนนดรุณสำราญ อำเภอเมือง Mueang Khon Kaen District,none
195,ห้างหุ้นส่วนจำกัด วัสดุปรับปรุงดินยอดดอย,16.4142937,102.8984075,"113/3 ม.6, ถ ถนน ขอนแก่น-ยางตลาด Phra Lap, Mueang Khon Kaen District","CV7X+P9 Phra Lap, Mueang Khon Kaen District, Khon Kaen"
196,ผาทอง กรุ๊ป,16.4527643,102.8409965,"17 หมู่ที่ 13 ถนน กสิกรทุ่งสร้าง Tambon Nai Mueang, Mueang Khon Kaen District","FR3R+49 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
197,บริษัท ราชาโยค ขอนแก่น,16.4432751,102.8059045,"621 Maliwan Rd, Ban Ped Sub-district, Mueang Khon Kaen District","CRV4+89 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
198,First-son เคมีและบรรจุภัณฑ์ ขอนแก่น,16.4257694,102.8331869,"56 Ruen Rom, Tambon Nai Mueang, Mueang Khon Kaen District","CRGM+87 Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
199,ร้านไทยเจริญพาณิชย์สาขาโกสุมพิสัย,16.2478937,103.0722375,"277/4 หมู่ที่ 11 Hua Khwang, Kosum Phisai District","63XC+5V Hua Khwang, Kosum Phisai District, Maha Sarakham"
200,บริษัท นคร เคมิคอล จำกัด,16.7035783,103.0646559,"999 Nong Ko, Kranuan District","P337+CV Nong Ko, Kranuan District, Khon Kaen"
201,พีระศักดิ์ เคมีภัณฑ์ และ บรรจุภัณฑ์ขอนแก่น,16.4344457,102.8362072,"77 8-10 Glang Muang Rd, ในเมืองขอนแก่น Mueang Khon Kaen District","CRMP+QF Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
202,ห้างหุ้นส่วนจำกัด พีเคซี อินสตรูเมนท์,16.44975,102.787228,"529/198 มลิวรรณ, ตำบลบ้านเป็ด อำเภอเมืองขอนแก่น จังหวัดขอนแก่น, 40000","CQXP+VV Khon Kaen, Mueang Khon Kaen District, Khon Kaen"
